AdmissionNo,Total_Fees,Total_Fee_Paid,Discount_Concession,Total_Due,academic_year_id
15254,43500,10750,0,32750,2
15025,43500,22000,0,21500,2
17094,43500,10750,0,32750,2
15005,43500,22000,0,21500,2
15582,43500,22000,0,21500,2
14899,43500,10750,0,32750,2
14854,43500,10750,0,32750,2
14870,43500,10750,0,32750,2
15134,43500,22000,0,21500,2
15118,43500,22000,0,21500,2
14966,43500,10750,0,32750,2
14962,43500,0,0,43500,2
15381,43500,32750,0,10750,2
14947,43500,10750,0,32750,2
17150,43500,10750,0,32750,2
15925,43500,22000,0,21500,2
17272,43500,10750,0,32750,2
14739,43500,10750,0,32750,2
14908,43500,22000,0,21500,2
16042,43500,10750,0,32750,2
14868,43500,10750,0,32750,2
14856,43500,22000,0,21500,2
14958,43500,22000,0,21500,2
14904,43500,22000,0,21500,2
15434,43500,10750,0,32750,2
14977,43500,0,0,43500,2
17056,43500,10750,0,32750,2
15642,43500,22000,0,21500,2
14931,43500,10750,0,32750,2
16832,43500,22000,0,21500,2
15577,43500,10750,0,32750,2
16571,43500,10750,0,32750,2
14871,43500,10750,0,32750,2
16536,43500,10750,0,32750,2
14922,43500,22000,0,21500,2
16809,43500,10750,0,32750,2
14934,43500,10750,0,32750,2
16240,43500,10750,0,32750,2
14897,43500,10750,0,32750,2
14873,43500,10750,0,32750,2
16696,43500,22000,0,21500,2
14863,43500,10750,0,32750,2
15358,43500,10750,0,32750,2
14852,43500,10750,0,32750,2
15976,43500,10750,0,32750,2
14860,43500,10750,0,32750,2
15669,43500,10750,0,32750,2
14907,43500,10750,0,32750,2
15011,43500,0,0,43500,2
14880,43500,32750,0,10750,2
16781,43500,10750,0,32750,2
14936,43500,10750,0,32750,2
14850,43500,22000,0,21500,2
14536,43500,22000,0,21500,2
15616,43500,10750,0,32750,2
14972,43500,22000,0,21500,2
16575,43500,10750,0,32750,2
14923,43500,11250,0,32250,2
16212,43500,10750,0,32750,2
14882,43500,10750,0,32750,2
14967,43500,0,0,43500,2
14174,45900,23200,0,22700,2
14732,45900,11350,0,34550,2
14607,45900,11350,0,34550,2
14523,45900,11350,0,34550,2
16602,45900,11350,0,34550,2
16450,45900,11350,0,34550,2
14772,45900,11350,0,34550,2
15974,45900,11350,0,34550,2
14152,45900,23200,0,22700,2
16079,45900,11350,0,34550,2
15921,45900,23200,0,22700,2
14614,45900,23200,0,22700,2
14717,45900,0,0,45900,2
14615,45900,11350,0,34550,2
16068,45900,45400,500,0,2
16496,45900,11350,0,34550,2
14510,45900,11350,0,34550,2
14517,45900,11350,0,34550,2
14686,45900,0,0,45900,2
16708,45900,23200,0,22700,2
16019,45900,23200,0,22700,2
14564,45900,11350,0,34550,2
14694,45900,45900,0,0,2
15287,45900,23200,0,22700,2
14535,45900,11350,0,34550,2
16208,45900,11350,0,34550,2
14495,45900,11350,0,34550,2
16902,45900,11350,0,34550,2
14797,45900,0,0,45900,2
15455,45900,11350,0,34550,2
14747,45900,23200,0,22700,2
14493,45900,23200,0,22700,2
14543,45900,11350,0,34550,2
14521,45900,11350,0,34550,2
14522,45900,23200,0,22700,2
16118,45900,23200,0,22700,2
15329,45900,0,0,45900,2
14518,45900,11350,0,34550,2
15842,45900,23200,0,22700,2
14570,45900,23200,0,22700,2
14511,45900,11350,0,34550,2
14620,45900,34550,0,11350,2
15247,45900,11350,0,34550,2
14582,45900,11350,0,34550,2
15253,45900,11350,0,34550,2
14792,45900,11350,0,34550,2
15727,45900,11350,0,34550,2
16077,45900,11350,0,34550,2
15681,45900,23200,0,22700,2
15274,45900,23200,0,22700,2
15838,45900,11350,0,34550,2
14595,45900,23200,0,22700,2
16468,45900,11350,0,34550,2
14625,45900,11350,0,34550,2
15385,45900,11350,0,34550,2
15345,45900,11350,0,34550,2
14542,45900,45900,0,0,2
14706,45900,11350,0,34550,2
14519,45900,11350,0,34550,2
14643,45900,11350,0,34550,2
14593,45900,23200,0,22700,2
14793,45900,11350,0,34550,2
14612,45900,11350,0,34550,2
14678,45900,11350,0,34550,2
14509,45900,11350,0,34550,2
16436,45900,11350,0,34550,2
14496,45900,23200,0,22700,2
16734,45900,23200,0,22700,2
14608,45900,11350,0,34550,2
14729,45900,11350,0,34550,2
14571,45900,23200,0,22700,2
14690,45900,0,0,45900,2
15053,45900,0,0,45900,2
14652,45900,11350,0,34550,2
14573,45900,11350,0,34550,2
14501,45900,11350,0,34550,2
14576,45900,23200,0,22700,2
16485,45900,23200,0,22700,2
15277,45900,45900,0,0,2
14540,45900,11350,0,34550,2
14630,45900,11350,0,34550,2
16051,45900,23200,0,22700,2
14791,45900,0,0,45900,2
14532,45900,11350,0,34550,2
16059,45900,11350,0,34550,2
14544,45900,11350,0,34550,2
14920,45900,11350,0,34550,2
15288,45900,11350,0,34550,2
16562,45900,23200,0,22700,2
14691,45900,11350,0,34550,2
14940,45900,0,0,45900,2
15012,45900,0,0,45900,2
15879,45900,11350,0,34550,2
14546,45900,11350,0,34550,2
14828,45900,11350,0,34550,2
16891,45900,0,0,45900,2
14598,45900,11350,0,34550,2
16428,45900,11350,0,34550,2
15839,45900,23200,0,22700,2
14635,45900,11350,0,34550,2
15319,45900,0,0,45900,2
16061,45900,11350,0,34550,2
15952,45900,11350,0,34550,2
15654,45900,11350,0,34550,2
14578,45900,23200,0,22700,2
14500,45900,23200,0,22700,2
15223,45900,23200,0,22700,2
14933,45900,23200,0,22700,2
14956,45900,11350,0,34550,2
14502,45900,45400,500,0,2
16826,45900,23200,0,22700,2
16173,45900,11350,0,34550,2
14550,45900,23200,0,22700,2
15249,45900,0,0,45900,2
14548,45900,23200,0,22700,2
14541,45900,11350,0,34550,2
15728,45400,11350,0,34050,2
14154,45400,11350,0,34050,2
16045,45400,11350,0,34050,2
14488,45400,22700,500,22200,2
16176,45400,11350,0,34050,2
15096,45400,11350,0,34050,2
16460,45400,22700,0,22700,2
16736,45400,22700,0,22700,2
14115,45400,0,0,45400,2
15904,45400,22700,0,22700,2
14626,45400,11350,0,34050,2
15743,45400,11350,0,34050,2
14319,45400,22700,0,22700,2
14569,45400,11350,0,34050,2
14162,45400,11350,0,34050,2
14269,45400,11350,0,34050,2
14314,45400,22700,0,22700,2
14406,45400,45400,0,0,2
14210,45400,22700,0,22700,2
15453,45400,44900,500,0,2
14311,45400,11350,0,34050,2
14355,45400,11350,0,34050,2
14167,45400,11350,0,34050,2
13822,45400,0,0,45400,2
14190,45400,11350,0,34050,2
14224,45400,11350,0,34050,2
14194,45400,11350,0,34050,2
14276,45400,11350,0,34050,2
13846,45400,11350,0,34050,2
14240,45400,22700,0,22700,2
14252,45400,22700,0,22700,2
14991,45400,22700,0,22700,2
14160,45400,11350,0,34050,2
16588,45400,11350,0,34050,2
15018,45400,44900,500,0,2
15363,45400,44900,500,0,2
14416,45400,22700,0,22700,2
14117,45400,11350,0,34050,2
14384,45400,22700,0,22700,2
14179,45400,11350,0,34050,2
14109,45400,11350,0,34050,2
14213,45400,11350,0,34050,2
16196,45400,0,0,45400,2
14647,45400,11350,0,34050,2
14153,45400,22700,0,22700,2
14285,45400,11350,0,34050,2
14203,45400,11350,0,34050,2
14455,45400,11350,0,34050,2
14611,45400,11350,0,34050,2
14181,45400,11350,0,34050,2
14939,45400,45400,0,0,2
16178,45400,11350,0,34050,2
16141,45400,11350,0,34050,2
14575,45400,11350,0,34050,2
15457,45400,0,0,45400,2
14942,45400,11350,0,34050,2
14204,45400,22700,0,22700,2
16742,45400,22700,0,22700,2
14384A,45400,44900,500,0,2
14843,45400,11350,0,34050,2
14156,45400,11350,0,34050,2
16247,45400,22700,0,22700,2
15621,45400,22700,0,22700,2
14157,45400,11350,0,34050,2
14321,45400,44900,500,0,2
14292,45400,22700,0,22700,2
15110,45400,11350,0,34050,2
14350,45400,11350,0,34050,2
16512,45400,11350,0,34050,2
14941,45400,22700,0,22700,2
14169,45400,22700,0,22700,2
15702,45400,22700,0,22700,2
16488,45400,11350,0,34050,2
14952,45400,22700,0,22700,2
14317,45400,0,0,45400,2
14122,45400,11350,0,34050,2
14106,45400,22700,0,22700,2
16165,45400,45400,0,0,2
14917,45400,11350,0,34050,2
16431,45400,11350,0,34050,2
15955,45400,11350,0,34050,2
15450,45400,11350,0,34050,2
16847,45400,22700,0,22700,2
14158,45400,22700,0,22700,2
15035,45400,11350,0,34050,2
14121,45400,22700,0,22700,2
14637,45400,11350,0,34050,2
14254,45400,11350,0,34050,2
14166,45400,22700,0,22700,2
14708,45400,11350,0,34050,2
14132,45400,11350,0,34050,2
14119,45400,22700,0,22700,2
14136,45400,11350,0,34050,2
15487,45400,22700,0,22700,2
14207,45400,22700,0,22700,2
14249,45400,22700,0,22700,2
14206,45400,11350,0,34050,2
14798,45400,0,0,45400,2
14228,45400,22700,0,22700,2
14114,45400,11350,0,34050,2
16727,45400,22700,0,22700,2
14333,45400,11350,0,34050,2
16126,45400,11350,0,34050,2
16844,45400,11350,0,34050,2
16846,45400,22700,0,22700,2
14313,45400,0,0,45400,2
14315,45400,11350,0,34050,2
16119,45400,22700,0,22700,2
14461,45400,22700,0,22700,2
14463,45400,22700,0,22700,2
14108,45400,22700,0,22700,2
14741,45400,22700,0,22700,2
14581,45400,11350,0,34050,2
14459,45400,11350,0,34050,2
15670,45400,11350,0,34050,2
16630,45400,11350,0,34050,2
14112,45400,11350,0,34050,2
14432,45400,22700,0,22700,2
14449,45400,22700,0,22700,2
15027,45400,22700,0,22700,2
14584,45400,11350,0,34050,2
14468,45400,22700,0,22700,2
14111,45400,11350,0,34050,2
15962,45400,22700,0,22700,2
15079,45400,22700,0,22700,2
14143,45400,22700,0,22700,2
14366,45400,11350,0,34050,2
14180,45400,11350,0,34050,2
14237,45400,22700,0,22700,2
14374,45400,11350,0,34050,2
15095,45400,11350,0,34050,2
14409,45400,11350,0,34050,2
15475,45400,11350,0,34050,2
14163,45400,34050,0,11350,2
14113,45400,11350,0,34050,2
14308,45400,11350,0,34050,2
16372,45400,22700,0,22700,2
14830,45400,22700,0,22700,2
14562,45400,11350,0,34050,2
16062,45400,11350,0,34050,2
15015,45400,22700,0,22700,2
14242,45400,11350,0,34050,2
14236,45400,11350,0,34050,2
